,Label,Residual_0,Residual_1,Residual_mean
0,22.84549813674289,9.584780744775117,10.427412084801972,10.006096414788544
1,-14.878111912138149,-5.220503879911586,-7.788652969724819,-6.504578424818202
2,-7.285624436588549,-3.4356505195811025,3.8239718158528575,0.19416064813587752
3,4.035013329106171,7.486352812367279,7.362399231510956,7.424376021939118
4,11.727533377224312,15.478659428173408,13.162237323337898,14.320448375755653
5,5.037333542274494,1.72722559587862,2.0312052311172675,1.8792154134979437
6,-4.923091736463455,-3.668814149526504,-4.3056196242846525,-3.9872168869055784
7,-1.1498115524377397,5.998989297476811,1.4868628517065474,3.7429260745916793
8,10.109734370553808,5.9451950333956045,7.908234431588964,6.926714732492284
9,4.11650158271462,-1.8119213451418252,-2.0600597728762,-1.9359905590090125
10,-17.2354554741258,-2.8669995872849796,-0.5752324669236515,-1.7211160271043155
11,-12.77141999708616,2.63536310685671,5.097007279525167,3.8661851931909386
12,-32.102598250907356,-9.6329556117472,-10.527957976859504,-10.080456794303352
13,6.680171357446991,10.478741513544405,9.36964570170053,9.924193607622467
14,10.624778255606786,11.061728462363378,6.445922836447851,8.753825649405615
15,-15.63212608647607,2.9407517974350625,-0.1486618454482382,1.3960449759934122
16,-2.528947975424455,-3.34259435155742,-2.7782273701702818,-3.060410860863851
17,17.045054448775616,12.505334867171612,11.008431924514142,11.756883395842877
18,9.032534543384669,-3.3055458628042977,2.3221334851876456,-0.49170618880832606
19,-13.827914150482668,-4.3752669413151875,-1.8709801752629416,-3.1231235582890644
20,3.8615091381739415,6.6854484615992344,12.03027992827404,9.357864194936637
21,10.813030993174884,3.806220804881427,7.300838743876788,5.553529774379108
22,-25.748190078152508,-11.940987738980144,-13.789570960415691,-12.865279349697918
23,-10.08530967595832,-4.2152454173828815,-1.853319815423653,-3.0342826164032672
24,19.47031991314758,4.351767705200803,3.952324078796994,4.152045891998899
25,-24.41009151761056,-4.772298930330287,-6.062996028108607,-5.417647479219447
26,-9.101239824179078,-0.976299905661012,-0.0190836428436291,-0.49769177425232053
27,8.270280318351066,11.18119163999108,7.964758085103309,9.572974862547195
28,-14.405448639830244,-10.102374756773605,-6.0782439355455775,-8.090309346159591
29,19.530939900068347,8.383924328474109,3.692204319624011,6.03806432404906
30,-19.50450947785949,-8.97877266908263,-6.16821530366515,-7.57349398637389
31,-24.38778671004085,-0.8605459568670213,-5.560407483356279,-3.21047672011165
32,6.751075666370139,1.861968439044699,9.07617203515981,5.469070237102255
33,-16.352681843675033,2.4040949660173503,-1.0495907944806966,0.6772520857683269
34,-40.60362907807453,-15.124045337840158,-15.314391102000316,-15.219218219920236
35,-15.005271568104348,-4.736555709644875,-6.091941489979348,-5.414248599812112
36,-43.70399084554694,-12.959161667690497,-13.245975403652409,-13.102568535671452
37,17.876672732826275,1.812620151039166,4.001985538002057,2.9073028445206113
38,-19.9735331055084,-6.611106347695902,-4.047359895364359,-5.32923312153013
39,-14.654513325522252,-9.296992745230504,-7.994354214499303,-8.645673479864904
40,-28.628975884008224,-4.3818864980218954,-4.502818123388106,-4.442352310705001
41,19.13748394898493,15.531331891337224,12.115612382212468,13.823472136774846
42,-6.167237007907119,1.8261497375457625,1.3777506706207134,1.6019502040832378
43,8.888152802002569,6.211953604233404,0.2076785206915339,3.209816062462469
44,-28.357349548339243,-11.293813858031626,-7.299320373534556,-9.296567115783091
45,2.64240813013363,2.7928230291252154,2.4506959294919985,2.621759479308607
46,-15.174889600351012,-12.928892648294129,-4.814626729562438,-8.871759688928282
47,-9.095481006560526,-1.606268016753397,0.9751118736884976,-0.31557807153244966
48,-3.944617635875965,4.6127878359257934,1.3244281938969849,2.968608014911389
49,-21.024468899582864,-1.2567934998025905,-4.401158810471536,-2.828976155137063
50,-30.57558147267114,-13.426524084365475,-12.85328571156274,-13.139904897964108
51,0.038392184953131,5.966110347489752,3.367137311677374,4.666623829583563
52,-4.858654023912926,-4.660491736439248,-2.977038385180016,-3.818765060809632
53,-27.35161735070258,-11.55873824608832,-7.353669657831485,-9.456203951959903
54,7.3372294392272,4.457783171145535,5.859585591761685,5.15868438145361
55,3.2096629968268564,3.656676762400358,0.267978750763624,1.962327756581991
56,-17.795271604164444,-2.5788924385150302,-3.0752474952777256,-2.827069966896378
57,-5.003902609395565,4.1876438307289465,0.7749760794166907,2.4813099550728186
58,-21.902247311096932,-3.748928905945565,-5.779976726990487,-4.764452816468026
59,-12.41523859411956,-4.635868286197198,-6.006940578525079,-5.321404432361138
60,-0.2589366071867491,3.333698309118793,-0.9688884847807432,1.1824049121690248
61,-0.1317077809965714,6.92915189917921,5.214853650888195,6.0720027750337024
62,-4.3228390156367915,-1.9575877129176753,3.1025807917972905,0.5724965394398076
63,0.390270504351478,1.1364601582249216,-0.9392413765231558,0.09860939085088294
64,-1.2215070997862378,-0.4712770258574048,-0.1521375452665845,-0.3117072855619946
65,1.0160763399706672,0.1415808932886908,-3.32480310033695,-1.5916111035241296
66,-6.846487547583658,0.0894336445855312,-1.6855392710638828,-0.7980528132391758
